Row ID,Order ID,Order Date,Customer Name,Sales,Quantity,Sales_per_Unit,Order_Month,Order_Year,Order_DayOfWeek,Is_Weekend,Sales_log,Sales_per_Unit_log,Segment_Consumer,Segment_Corporate,Segment_Home Office,Category_Furniture,Category_Office Supplies,Category_Technology,Zip_02108,Zip_10008,Zip_60610,Zip_77041,Zip_90036,Zip_Unknown,Quantity_scaled,Sales_log_scaled,Sales_per_Unit_log_scaled,Order_Month_scaled
820,CA-2018-108833,2018-03-05,Brosina Hoffman,1019.01,10,101.901,3,2018,0,0,6.927567710151827,4.633767360965766,0,0,1,0,1,0,1,0,0,0,0,0,1.6398184091178367,0.636114526493923,-0.20311145780323803,-1.0122030619107267
834,CA-2016-140811,2016-05-10,Darrin Van Huff,1318.12,4,329.53,5,2016,1,0,7.184720126592713,5.800697426730498,0,0,1,0,0,1,0,0,0,1,0,0,-0.49004784316046984,0.9135232998353422,0.823698752422872,-0.4084883253912936
519,CA-2018-179366,2019-03-28,Zuschuss Donatelli,475.25,1,475.25,3,2019,3,0,6.165942926440911,6.165942926440911,1,0,0,0,1,0,1,0,0,0,0,0,-1.554980969299623,-0.1855048069733878,1.1450871709276385,-1.0122030619107267
555,CA-2019-173793,2016-09-08,Brosina Hoffman,905.14,10,90.514,9,2016,3,0,6.809193819491475,4.516491966041814,1,0,0,1,0,0,1,0,0,0,0,0,1.6398184091178367,0.5084161122296019,-0.3063049365292304,0.7989411476475728
290,CA-2018-177003,2017-02-19,Brosina Hoffman,1264.75,7,180.67857142857142,2,2017,6,1,7.143420110850019,5.202239034647561,1,0,0,0,1,0,0,0,0,1,0,0,0.5748852829786835,0.868970007804366,0.29710062506761015,-1.3140604301704435
293,CA-2016-170078,2018-03-11,Zuschuss Donatelli,899.32,7,128.4742857142857,3,2018,6,1,6.802750255684969,4.86348229550992,1,0,0,0,1,0,0,0,1,0,0,0,0.5748852829786835,0.5014649773491681,-0.0009796873129619308,-1.0122030619107267
214,CA-2018-137363,2017-03-05,Sandra Flanagan,348.94,4,87.235,3,2017,6,1,5.857761711216474,4.480003709695197,0,0,1,0,0,1,0,1,0,0,0,0,-0.49004784316046984,-0.5179620090698411,-0.33841184273487435,-1.0122030619107267
967,CA-2018-157133,2019-09-03,Claire Gute,1393.17,10,139.317,9,2019,1,0,7.240054535104536,4.943904148691789,1,0,0,0,0,1,0,0,0,1,0,0,1.6398184091178367,0.9732164989166212,0.06978546168363403,0.7989411476475728
60,CA-2017-164752,2016-02-23,Sean O'Donnell,677.71,10,67.771,2,2016,1,0,6.520193937651558,4.2307821444503935,0,1,0,0,1,0,0,0,1,0,0,0,1.6398184091178367,0.19665119153924457,-0.5577079730768363,-1.3140604301704435
693,CA-2019-183598,2018-04-02,Zuschuss Donatelli,430.06,8,53.7575,4,2018,0,0,6.066247291551668,4.0029143456162135,0,1,0,0,0,1,0,0,0,0,0,1,0.9298629916917346,-0.29305364577061754,-0.7582144038296953,-0.7103456936510102
322,CA-2016-180678,2018-07-31,Ruben Hope,986.67,3,328.89,7,2018,1,0,6.895348633857574,5.798759265559288,0,1,0,1,0,0,0,0,0,0,1,0,-0.8450255518735209,0.6013574957932724,0.8219933171632554,0.1952264111281396
11,CA-2017-166307,2017-06-27,Brosina Hoffman,1114.91,5,222.98200000000003,6,2017,1,0,7.01742549452797,5.411565691483375,0,0,1,1,0,0,0,0,1,0,0,0,-0.13507013444741875,0.7330505696545124,0.4812922530129009,-0.106630957131577
332,CA-2017-123295,2018-03-18,Darrin Van Huff,202.61,1,202.61,3,2018,6,1,5.316206399383777,5.316206399383777,0,0,1,0,0,1,1,0,0,0,0,0,-1.554980969299623,-1.1021766037888983,0.3973832873940971,-1.0122030619107267
335,CA-2016-100285,2016-10-31,Sandra Flanagan,1459.41,4,364.8525,10,2016,0,0,7.286472497197096,5.902230246708359,0,1,0,0,1,0,1,0,0,0,0,0,-0.49004784316046984,1.0232908871075863,0.9130399557091166,1.1007985159072895
919,CA-2016-171498,2017-09-27,Sean O'Donnell,850.18,4,212.545,9,2017,2,0,6.746623622070738,5.36384758329293,1,0,0,1,0,0,0,0,0,1,0,0,-0.49004784316046984,0.4409171481737561,0.4393039264283827,0.7989411476475728
87,CA-2017-162784,2017-10-05,Zuschuss Donatelli,695.13,7,99.30428571428571,10,2017,3,0,6.545536424502102,4.608208423011023,0,0,1,1,0,0,0,0,1,0,0,0,0.5748852829786835,0.2239899515164295,-0.2256013903402555,1.1007985159072895
333,CA-2018-192727,2016-06-23,Sandra Flanagan,340.35,7,48.621428571428574,6,2016,3,0,5.83290834386429,3.9044227680835766,0,1,0,1,0,0,0,0,0,0,1,0,0.5748852829786835,-0.5447731207288213,-0.844879543754351,-0.106630957131577
744,CA-2017-165099,2016-10-18,Ken Lonsdale,417.65,2,208.825,10,2016,1,0,6.037035248650441,5.346273849968891,1,0,0,1,0,0,0,0,0,1,0,0,-1.200003260586572,-0.3245667736664587,0.4238403700951341,1.1007985159072895
451,CA-2019-151249,2019-04-26,Brosina Hoffman,788.74,2,394.37,4,2019,4,0,6.671703777367143,5.979822035323908,0,1,0,1,0,0,1,0,0,0,0,0,-1.200003260586572,0.36009573297647174,0.9813148619074924,-0.7103456936510102
469,CA-2019-137330,2019-01-03,Darrin Van Huff,1041.96,7,148.85142857142858,1,2019,3,0,6.949818103354524,5.009644327060097,1,0,0,1,0,0,0,0,0,0,1,0,0.5748852829786835,0.6601176230626977,0.12763184712784395,-1.61591779843016
306,CA-2017-193315,2016-10-20,Claire Gute,991.32,5,198.264,10,2016,3,0,6.900045635912084,5.294630578690041,0,1,0,1,0,0,0,0,0,1,0,0,-0.13507013444741875,0.6064244891210345,0.37839819682843673,1.1007985159072895
31,CA-2019-112217,2017-04-05,Sean O'Donnell,417.99,1,417.99,4,2017,2,0,6.037847053288883,6.037847053288883,0,0,1,1,0,0,0,0,1,0,0,0,-1.554980969299623,-0.3236910217211342,1.0323724896462587,-0.7103456936510102
559,CA-2018-131302,2017-02-23,Ruben Hope,791.69,4,197.9225,2,2017,3,0,6.675432224650634,5.292915301634042,0,0,1,0,0,1,0,0,0,0,1,0,-0.49004784316046984,0.36411787673734564,0.37688888273486887,-1.3140604301704435
406,CA-2019-143274,2019-03-24,Unknown,640.98,7,91.56857142857143,3,2019,6,1,6.4645571505567325,4.527949682623121,1,0,0,0,0,1,0,0,0,1,0,0,0.5748852829786835,0.13663179497183467,-0.2962230124133638,-1.0122030619107267
55,CA-2016-168614,2018-01-08,Claire Gute,531.69,8,66.46125,1,2018,0,0,6.277939641454655,4.211553358960797,0,0,1,0,1,0,1,0,0,0,0,0,0.9298629916917346,-0.06468590991521735,-0.5746278501544962,-1.61591779843016
24,CA-2017-190519,2018-09-02,Claire Gute,476.74,8,59.5925,9,2018,6,1,6.169066651451813,4.104171123039836,0,0,1,1,0,0,0,0,1,0,0,0,0.9298629916917346,-0.18213502054274172,-0.6691160971158031,0.7989411476475728
762,CA-2016-174061,2016-12-17,Darrin Van Huff,14.81,6,2.4683333333333333,12,2016,5,1,2.7606426512213806,1.2436741711774881,1,0,0,1,0,0,0,0,0,0,1,0,0.21990757426563234,-3.859046690352911,-3.186137093201014,1.7045132524267226
482,CA-2017-192830,2018-10-11,Claire Gute,890.5,6,148.41666666666666,10,2018,3,0,6.792905437303195,5.006738823817132,1,0,0,0,1,0,0,0,0,0,1,0,0.21990757426563234,0.4908446649723453,0.12507522399913384,1.1007985159072895
4,CA-2018-197912,2019-04-12,Brosina Hoffman,704.73,2,352.365,4,2019,4,0,6.559232728085222,5.867501517063643,0,1,0,0,1,0,0,1,0,0,0,0,-1.200003260586572,0.2387651374893694,0.8824812999391094,-0.7103456936510102
232,CA-2016-110780,2017-11-02,Zuschuss Donatelli,162.23,7,23.175714285714285,11,2017,3,0,5.095160249165944,3.185348587364681,1,0,0,0,0,1,1,0,0,0,0,0,0.5748852829786835,-1.3406349555806982,-1.4776104436890165,1.402655884167006
356,CA-2019-126177,2019-03-07,Darrin Van Huff,560.63,6,93.43833333333333,3,2019,3,0,6.330843270088287,4.5479470641722735,0,0,1,1,0,0,0,0,0,0,1,0,0.21990757426563234,-0.007614967601363859,-0.2786268289274233,-1.0122030619107267
674,CA-2018-111668,2018-05-09,Claire Gute,169.32,5,33.864,5,2018,2,0,5.137679020585224,3.551454778202264,1,0,0,0,1,0,0,0,1,0,0,0,-0.13507013444741875,-1.294766904303342,-1.1554646820810457,-0.4084883253912936
757,CA-2016-192558,2016-12-26,Darrin Van Huff,686.795,3,228.93166666666664,12,2016,0,0,6.533490828416639,5.4377821633305405,0,1,0,0,0,1,0,0,0,0,1,0,-0.8450255518735209,0.21099550223034733,0.5043607656500603,1.7045132524267226
844,CA-2017-176322,2016-06-21,Brosina Hoffman,789.14,7,112.73428571428572,6,2016,1,0,6.672210144950184,4.733864900721087,1,0,0,0,0,1,0,0,0,0,1,0,0.5748852829786835,0.3606419880419129,-0.11503319257153312,-0.106630957131577
668,CA-2017-123414,2017-12-25,Ruben Hope,87.86,1,87.86,12,2017,0,0,4.487062097507763,4.487062097507763,0,1,0,0,0,1,0,1,0,0,0,0,-1.554980969299623,-1.9966340889252576,-0.33220099524168845,1.7045132524267226
216,CA-2017-175775,2019-02-06,Sandra Flanagan,629.57,8,78.69625,2,2019,2,0,6.446624172239998,4.378222533246305,0,1,0,0,0,1,0,0,0,1,0,0,0.9298629916917346,0.11728620380043246,-0.42797158093397397,-1.3140604301704435
635,CA-2016-163632,2018-12-01,Sean O'Donnell,1414.74,6,235.79,12,2018,5,1,7.255407641575007,5.46717367238842,0,1,0,1,0,0,0,0,1,0,0,0,0.21990757426563234,0.989778997110889,0.5302230709243755,1.7045132524267226
319,CA-2018-136152,2018-05-26,Brosina Hoffman,1394.74,7,199.24857142857144,5,2018,5,1,7.241180019557961,5.299559451983304,0,1,0,0,0,1,1,0,0,0,0,0,0.5748852829786835,0.9744306397983635,0.38273523258654424,-0.4084883253912936
987,CA-2019-174221,2019-03-30,Sandra Flanagan,498.29,9,55.36555555555556,3,2019,5,1,6.213187089266745,4.031858254840284,1,0,0,0,0,1,0,0,0,1,0,0,1.2848407004047857,-0.13453913673606527,-0.7327459525599472,-1.0122030619107267
716,CA-2017-169813,2016-09-14,Ruben Hope,96.19,4,24.0475,9,2016,2,0,4.576667825515379,3.220774022151281,0,1,0,1,0,0,1,0,0,0,0,0,-0.49004784316046984,-1.8999699570652642,-1.4464387400816183,0.7989411476475728
395,CA-2017-195336,2016-06-01,Sandra Flanagan,942.79,4,235.6975,6,2016,2,0,6.849903683771013,5.46678295457147,1,0,0,1,0,0,0,0,1,0,0,0,-0.49004784316046984,0.5523327655085668,0.5298792687930123,-0.106630957131577
199,CA-2016-100110,2019-02-20,Claire Gute,763.06,8,95.3825,2,2019,2,0,6.638646320114298,4.568324649867269,0,1,0,0,1,0,0,1,0,0,0,0,0.9298629916917346,0.3244342805459589,-0.2606960945456104,-1.3140604301704435
864,CA-2018-161740,2017-10-31,Zuschuss Donatelli,1450.94,10,145.094,10,2017,1,0,7.280655872216902,4.984250250151543,1,0,0,0,1,0,0,0,0,0,0,1,1.6398184091178367,1.0170160761488736,0.10528697984406019,1.1007985159072895
925,CA-2017-175891,2016-07-11,Sean O'Donnell,675.06,10,67.506,7,2016,0,0,6.516281829500709,4.226921332673167,1,0,0,0,1,0,0,0,1,0,0,0,1.6398184091178367,0.19243091961519898,-0.5611051954716669,0.1952264111281396
40,CA-2017-108992,2019-02-09,Brosina Hoffman,1183.71,5,236.74200000000002,2,2019,5,1,7.077253297880605,5.47118605206862,0,0,1,1,0,0,0,0,0,0,0,1,-0.13507013444741875,0.7975911163445782,0.533753661611687,-1.3140604301704435
315,CA-2018-186397,2018-12-29,Ruben Hope,541.8,10,54.17999999999999,12,2018,5,1,6.296740927960714,4.0106005687891395,0,1,0,0,0,1,0,1,0,0,0,0,1.6398184091178367,-0.044403612361596866,-0.7514511086986672,1.7045132524267226
581,CA-2016-104015,2019-10-10,Sean O'Donnell,203.98,4,50.995,10,2019,3,0,5.322912413403417,3.951147560112196,0,1,0,1,0,0,0,1,0,0,0,0,-0.49004784316046984,-1.0949423450214861,-0.8037652602739296,1.1007985159072895
67,CA-2019-119848,2018-04-25,Sandra Flanagan,1082.78,4,270.695,4,2018,2,0,6.988210209372522,5.604680113612989,1,0,0,0,0,1,1,0,0,0,0,0,-0.49004784316046984,0.7015339441062716,0.6512183404469883,-0.7103456936510102
718,CA-2018-150572,2018-02-08,Ruben Hope,735.135,4,183.78375,2,2018,3,0,6.601413525821811,5.219186222440826,1,0,0,1,0,0,0,0,0,0,0,1,-0.49004784316046984,0.28426859229108437,0.31201286871551065,-1.3140604301704435
68,CA-2018-137880,2017-02-28,Ruben Hope,123.15,9,13.683333333333334,2,2017,1,0,4.821490511954176,2.686713063714079,0,0,1,0,1,0,0,0,0,1,0,0,1.2848407004047857,-1.6358621486645992,-1.9163719958051209,-1.3140604301704435
295,CA-2018-142384,2016-12-21,Ken Lonsdale,1383.72,7,197.67428571428573,12,2016,2,0,7.233253232118144,5.291666728572697,0,0,1,0,0,1,0,0,0,1,0,0,0.5748852829786835,0.9658794450996994,0.3757902328626826,1.7045132524267226
922,CA-2016-117625,2018-04-02,Brosina Hoffman,1442.32,7,206.04571428571427,4,2018,0,0,7.274701294410468,5.332939610843345,0,1,0,0,1,0,0,0,0,0,1,0,0.5748852829786835,1.010592445572458,0.4121072480500405,-0.7103456936510102
465,CA-2016-186967,2019-09-03,Ken Lonsdale,485.66,5,97.132,9,2019,1,0,6.187565727310308,4.586313511137786,0,1,0,1,0,0,0,0,0,1,0,0,-0.13507013444741875,-0.1621787393112386,-0.24486725701300033,0.7989411476475728
108,CA-2016-102857,2016-05-12,Sean O'Donnell,671.79,10,67.179,5,2016,3,0,6.511433245290252,4.222136599544407,0,1,0,1,0,0,0,0,0,1,0,0,1.6398184091178367,0.18720040373328967,-0.5653153987854349,-0.4084883253912936
630,CA-2016-192924,2016-07-03,Unknown,1160.64,3,386.88000000000005,7,2016,6,1,7.05758807873936,5.960696013436346,0,1,0,0,0,1,0,0,0,1,0,0,-0.8450255518735209,0.7763768326331235,0.9644854090282519,0.1952264111281396
577,CA-2018-188327,2016-11-22,Ruben Hope,853.96,9,94.88444444444445,11,2016,1,0,6.7510546842166415,4.563143762730954,0,1,0,0,0,1,1,0,0,0,0,0,1.2848407004047857,0.44569725302949775,-0.2652548834273682,1.402655884167006
255,CA-2019-199267,2019-10-04,Sean O'Donnell,1039.25,10,103.925,10,2019,4,0,6.94721634786305,4.653245809219655,0,0,1,0,0,1,0,0,0,0,1,0,1.6398184091178367,0.6573109226263835,-0.18597189637343928,1.1007985159072895
724,CA-2018-113068,2019-03-03,Brosina Hoffman,587.71,6,97.95166666666667,3,2019,6,1,6.377933702470547,4.59463151543039,1,0,0,0,1,0,1,0,0,0,0,0,0.21990757426563234,0.043184862569716514,-0.23754804227432375,-1.0122030619107267
930,CA-2017-142293,2019-02-16,Zuschuss Donatelli,391.02,2,195.51,2,2019,5,1,5.971312858897129,5.280713320599676,1,0,0,0,0,1,0,0,0,1,0,0,-1.200003260586572,-0.39546623389659114,0.3661520621843919,-1.3140604301704435
540,CA-2018-135264,2016-04-16,Claire Gute,160.29,9,17.81,4,2016,5,1,5.0832039869290915,2.934388643312939,0,1,0,0,0,1,0,0,1,0,0,0,1.2848407004047857,-1.3535330340307445,-1.6984362159183315,-0.7103456936510102
916,CA-2016-156015,2016-10-16,Sandra Flanagan,45.22,9,5.024444444444445,10,2016,6,1,3.8334126048462345,1.7958252667343002,1,0,0,0,1,0,0,0,0,0,1,0,1.2848407004047857,-2.701772724074577,-2.7002858848565605,1.1007985159072895
526,CA-2019-151949,2019-04-20,Zuschuss Donatelli,1345.39,1,1345.39,4,2019,5,1,7.205182215635705,7.205182215635705,0,1,0,0,0,1,1,0,0,0,0,0,-1.554980969299623,0.9355972243194396,2.0595391542296793,-0.7103456936510102
544,CA-2016-176871,2018-07-19,Brosina Hoffman,1401.29,6,233.54833333333332,7,2018,3,0,7.245861893565483,5.4576616789437775,0,1,0,0,0,1,0,0,0,0,1,0,0.21990757426563234,0.9794813134157514,0.5218532360258613,0.1952264111281396
755,CA-2018-179133,2016-09-13,Sandra Flanagan,1183.37,4,295.8425,9,2016,1,0,7.0769662666259965,5.693201695112014,0,0,1,0,1,0,0,1,0,0,0,0,-0.49004784316046984,0.7972814751234155,0.729110637830718,0.7989411476475728
101,CA-2017-136368,2016-06-20,Sean O'Donnell,178.4,3,59.46666666666667,6,2016,0,0,5.1896179496246955,4.102092249012927,0,0,1,1,0,0,0,1,0,0,0,0,-0.8450255518735209,-1.238736652700324,-0.6709453490471995,-0.106630957131577
